Station Name,Street Address,City,ZIP,Station Phone,Access Days Time,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,Date Last Confirmed,ID,Updated At,EV Connector Types,Facility Type,EV Pricing
Frost GM,150 Bovaird Dr,Brampton,L7A 0H3,905-459-0126,"9am-8pm M-T, 9am-5pm Fri-Sat",,1,Non-Networked,43.704824,-79.789007,2022-04-13,87685,2022-04-26 16:04:15 UTC,J1772COMBO,CAR_DEALER,Free
True North Chevrolet Cadillac,1370 Seymour St,North Bay,P1B 9V6,888-472-1210,"8:30am-7pm M-Th, 8:30am-6pm F, 9am-5pm Sat; for customers only",,2,Non-Networked,46.308712,-79.438416,2022-01-11,87745,2022-04-28 20:01:31 UTC,J1772COMBO,CAR_DEALER,Free
Quantrill Chevrolet,265 Peter St,Port Hope,L1A 3Z4,888-495-4937  905-885-4573,"8am-8pm Mon-Thur, 8AM-6pm Fri, 8am-5pm Sat",,1,Non-Networked,43.954281,-78.267775,2022-01-11,87746,2022-04-28 20:01:31 UTC,J1772COMBO,CAR_DEALER,Free
Scotiabank,745 Hewiston St,Thunder Bay,P7B 6B5,807-623-5626,24 hours daily,,1,Non-Networked,48.405391,-89.257744,2021-04-12,88062,2022-04-06 20:44:07 UTC,CHADEMO J1772COMBO,BANK,Free
Scotiabank,1 Pine St S,Timmins,P4N 2J5,705-268-8030,24 hours daily,,1,Non-Networked,48.475881,-81.328829,2021-04-12,88063,2022-04-06 20:43:43 UTC,CHADEMO J1772COMBO,BANK,Free
Scotiabank,541 James St,Wallaceburg,N8A 2P1,519-627-2268,24 hours daily,,1,EV Connect,42.5936,-82.384908,2022-04-13,88072,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,BANK,Variable prices
Scotiabank,12 Fischer-Hallman Rd N,Waterloo,N2L 2X3,519-883-5200,24 hours daily,,1,EV Connect,43.453969,-80.553911,2022-04-13,88074,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,BANK,
UBC Alumni Building,6131 University Blvd,Vancouver,V6T 1Z1,604-822-6786,24 hours daily; parking fee required; Smart phone required to start charging session,12,4,SWTCH,49.26616983,-123.2489714,2022-02-10,88191,2022-04-26 16:04:15 UTC,CHADEMO J1772 J1772COMBO,COLLEGE_CAMPUS,$3 per hour
BC Hydro - Coquitlam Superstore - West,1301 Lougheed Hwy,Coquitlam,V3K 6P9,604-520-8340  866-338-3369,24 hours daily,,3,BCHYDRO,49.233839,-122.857131,2021-12-13,88192,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,SHOPPING_CENTER,Free
BC Hydro - Peace Arch Superstore,2332 160 St,Surrey,V3S 9N6,778-545-0431  866-338-3369,24 hours daily,,2,BCHYDRO,49.043345,-122.775765,2022-04-13,88193,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,SHOPPING_CENTER,$0.21 per minute
BC Hydro - Richmond Superstore,4651 No 3 Rd,Richmond,V6X 2C4,604-233-2418  866-338-3369,24 hours daily,,2,BCHYDRO,49.1790335,-123.139843,2022-04-13,88194,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,SHOPPING_CENTER,$0.21 per minute
BC Hydro - Nanaimo Superstore,6435 Metral Dr,Nanaimo,V9T 2L9,250-390-5718  866-338-3369,24 hours daily,,2,BCHYDRO,49.23138646,-124.0455938,2022-04-13,88195,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,SHOPPING_CENTER,$0.21 per minute
BC Hydro - Qualicum Quality Foods,705 Memorial Ave,Qualicum,V9K 1T7,250-752-9281  866-338-3369,24 hours daily,1,1,BCHYDRO,49.346441,-124.441656,2022-04-13,88196,2022-04-26 16:04:15 UTC,CHADEMO J1772 J1772COMBO,GROCERY,DCFC: $0.21 per minute
BC Hydro - Port Alberni No Frills,3455 Johnston Rd,Port Alberni,V9Y 8K1,866-987-6453  866-338-3369,24 hours daily,,2,BCHYDRO,49.26750755,-124.7836003,2022-02-10,88197,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,GROCERY,$0.21 per minute
BC Hydro - Tynehead Auto Center,16815 96th Ave,Surrey,V4N 2C5,604-581-6112  866-338-3369,24 hours daily,,1,BCHYDRO,49.17732925,-122.7560905,2022-04-13,88198,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,GAS_STATION,$0.21 per minute
BC Hydro - Britton Creek Rest Area,Coquihalla Lakes Rd,Fraser Valley B,V0X 1L0,855-900-7584  866-338-3369,24 hours daily,1,2,BCHYDRO,49.65168136,-121.0008897,2021-12-13,88199,2022-04-26 16:04:15 UTC,CHADEMO J1772 J1772COMBO,REST_STOP,Free
Pacific Rim Visitor Centre,2791 Pacific Rim Hwy,Ucluelet,V0R 3A0,250-726-4600,24 hours daily,2,1,BCHYDRO,48.9923019,-125.5882567,2021-12-13,88200,2022-04-26 16:04:15 UTC,CHADEMO J1772 J1772COMBO,REST_STOP,Free
BC Hydro - Coquitlam Superstore - East,3000 Lougheed Hwy,Coquitlam,V3B 1C5,604-468-6718  866-338-3369,24 hours daily,,2,BCHYDRO,49.2746297,-122.7963176,2022-04-13,88201,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,SHOPPING_CENTER,$0.21 per minute
BC Hydro - Mobil Gas,757 Ryan Rd,Courtenay,V9N 3R6,250-334-1822,24 hours daily,,2,BCHYDRO,49.6971749,-124.9883062,2020-08-10,88202,2022-04-08 02:44:13 UTC,CHADEMO J1772COMBO,GAS_STATION,Free
BC Hydro - Grandview Highway Superstore,3185 Grandview Hwy,Vancouver,V5M 2E9,866-338-3369,24 hours daily,,2,BCHYDRO,49.259247,-123.035854,2022-04-13,88203,2022-04-26 16:04:15 UTC,J1772COMBO,SHOPPING_CENTER,$0.21 per minute
BC Hydro - Mission Superstore,32136 Lougheed Hwy,Mission,V2V 1A4,866-338-3369,24 hours daily; Also accepts in-app payment,,1,BCHYDRO,49.131701,-122.333454,2022-02-10,88204,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,SHOPPING_CENTER,$0.21 per minute
BC Hydro - The Real Canadian Superstore,350 SE Marine Dr,Vancouver,V5X 2S5,604-322-3702  866-338-3369,24 hours daily,,2,BCHYDRO,49.20999311,-123.098588,2022-04-13,88205,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,SHOPPING_CENTER,$0.21 per minute
BC Hydro - Campbell River Community Centre,401 11 Ave,Campbell River,V9W 4G2,250-286-1161  866-338-3369,24 hours daily,,2,BCHYDRO,50.025885,-125.246203,2022-04-13,88207,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,REC_SPORTS_FACILITY,$0.21 per minute
BC Hydro - Sidney Municipal Lot,2337 Becan Ave,Sidney,V8L 1W9,250-656-1184  866-338-3369,24 hours daily,,2,BCHYDRO,48.648016,-123.40395,2022-04-13,88208,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,PARKING_LOT,$0.21 per minute
BC Hydro - Dunsmuir,561 Homer St,Vancouver,V6B 5R4,604-899-4581  866-338-3369,24 hours daily,,2,BCHYDRO,49.28221357,-123.1129036,2021-12-13,88209,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,STREET_PARKING,Free
Qualicum Foods,133 W Fern Rd,Qualicum,V9K 2K1,250-752-9281  250-248-4004,24 hours daily,,1,Non-Networked,49.346445,-124.443463,2022-02-10,88223,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,GROCERY,Free
Tim Horton's,50 Ottawa St W,Havelock,K0L 1Z0,705-778-1056,24 hours daily,,1,Non-Networked,44.433386,-77.893121,2022-02-10,88673,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,RESTAURANT,$3.95 plus $0.16 per minute
Scotiabank,1700 King Rd,King City,L7B 0N1,905-833-5933,24 hours daily,,1,EV Connect,43.934119,-79.507386,2022-04-13,88680,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,BANK,Free
Scotiabank,660 Gardiners Rd,Kingston,K7M 3X9,613-389-6620,24 hours daily,,1,EV Connect,44.245468,-76.567327,2022-04-13,88681,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,BANK,Free
Scotiabank,165 Kent St W,Lindsay,K9V 3B6,705-324-2123,24 hours daily,,1,EV Connect,44.354276,-78.738859,2022-04-13,88682,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,BANK,
Scotiabank,5201 Ament Line,Linwood,N0B 2A0,519-698-2001,24 hours daily,,1,Non-Networked,43.581519,-80.728389,2022-02-10,88683,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,BANK,Free
Scotiabank,190 Main St E,Listowel,N4W 2B6,519-291-4010,24 hours daily,,2,EV Connect,43.730999,-80.952236,2022-04-13,88684,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,BANK,Free
YMCA,101 YMCA Blvd,Markham,L6G 0A1,905-513-9622,24 hours daily; for client use only,2,1,Non-Networked,43.852599,-79.310815,2019-11-08,88687,2022-04-28 20:01:31 UTC,CHADEMO J1772 J1772COMBO,REC_SPORTS_FACILITY,Free
Scotiabank,346 Main St,Mattawa,P0H 1V0,705-744-5596  844-835-2348,24 hours daily,,1,EV Connect,46.31778,-78.704306,2022-04-13,88688,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,BANK,Free
Scotiabank,3925 Kirwin Ave,Mississauga,L5A 4K9,905-276-5900,24 hours daily,,1,Non-Networked,43.5834681,-79.6203344,2021-04-12,88690,2022-04-06 20:43:54 UTC,CHADEMO J1772COMBO,BANK,Free
VANCOUVER INTL PK1-EV-01,5140 Grant McConachie Way,Richmond,V7B 1V1,888-758-4389,24 hours daily,,1,ChargePoint Network,49.194113,-123.17881,2022-07-12,92591,2022-07-12 00:56:54 UTC,CHADEMO J1772COMBO,,
Tim Horton's,1530 N Service Rd W,Oakville,L6M 4A1,905-465-1214,24 hours daily,,1,Non-Networked,43.42637,-79.726171,2022-01-11,94470,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,RESTAURANT,Free
Scotiabank,8111 Campeau Dr,Kanata,K2T 1B7,613-591-2020,24 hours daily,,1,EV Connect,45.308868,-75.91728,2022-04-13,94471,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,BANK,Free
Scotiabank,81 Pembroke St W,Pembroke,K8A 5M7,613-732-2826  888-999-5783,24 hours daily,,1,EV Connect,45.825829,-77.11505,2022-04-13,94474,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,BANK,Free
Scotiabank,135 Main St,Penetanguishene,L9M 1L7,705-549-7466,24 hours daily,,1,Non-Networked,44.767029,-79.931728,2022-01-11,94475,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,BANK,Free
Victoria Hall,411 Greenfield St,Petrolia,N0N 1R0,519-882-1221,24 hours daily,,1,Non-Networked,42.881106,-82.146763,2022-01-11,94476,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,OTHER_ENTERTAINMENT,Free
Scotiabank,158 Lakeshore Rd E,Mississauga,L5G 1E9,905-278-3358,24 hours daily,,1,EV Connect,43.556398,-79.581016,2022-04-13,94478,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,BANK,
Scotiabank,407 Main St,Port Dover,N0A 1N0,519-583-2000,24 hours daily,,1,Non-Networked,42.787499,-80.205286,2022-01-11,94479,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,BANK,Free
Scotiabank,1116 Concession St,Russell,K4R 1C8,613-445-2880,24 hours daily,,1,Non-Networked,45.257806,-75.35877,2022-01-11,94480,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,BANK,Free
Scotiabank,4 Norfolk St N,Simcoe,N3Y 3N6,519-426-7330,24 hours daily,,1,Non-Networked,42.837253,-80.304252,2021-04-12,94483,2022-04-06 20:43:21 UTC,CHADEMO J1772COMBO,BANK,Free
Scotiabank,92 Lombard St,Smiths Falls,K7A 4G5,613-284-4111,24 hours daily,,1,EV Connect,44.8933,-76.029637,2022-04-13,94484,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,BANK,Free
Scotiabank,10 Wright Blvd,Stratford,N4Z 1H3,800-567-1331,24 hours daily,,1,Non-Networked,43.360712,-81.008414,2022-01-11,94487,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,BANK,Free
Scotiabank,1 Ontario St,Stratford,N5A 3G8,519-272-8250,24 hours daily,,1,EV Connect,43.371326,-80.984304,2022-04-13,94488,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,BANK,Free
Scotiabank,155 Green Rd,Stoney Creek,L8G 3X2,905-664-9377,24 hours daily,,1,EV Connect,43.220541,-79.7342,2022-04-13,94489,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,BANK,Free
Scotiabank,1880 Eglinton Ave E,Scarborough,M1L 2L1,416-285-2190,24 hours daily,2,1,Non-Networked,43.72553,-79.299486,2022-01-11,94491,2022-04-26 16:04:15 UTC,CHADEMO J1772 J1772COMBO,BANK,Free
Uptown - Saanich,3440 Saanich Road,Victoria,V8Z 0B9,855-900-7584,24 hours daily,,1,Greenlots,48.455366,-123.374713,2022-07-12,98960,2022-07-12 01:55:44 UTC,CHADEMO J1772COMBO,,
Veridian Connections Inc,55 Taunton Rd. East,Ajax,L1T 3V3,855-900-7584,24 hours daily,2,1,Greenlots,43.895598,-79.038773,2022-07-12,99130,2022-07-12 01:57:58 UTC,CHADEMO J1772 J1772COMBO,,
Lindsay Recreation Complex,133 Adelaide St,Lindsay,K9V 3H7,855-900-7584,24 hours daily,,1,Greenlots,44.340826,-78.744536,2022-07-12,99194,2022-07-12 01:58:02 UTC,CHADEMO J1772COMBO,,
Dominion Building,138 Wyndham Street North,Guelph,N1H 4E8,855-900-7584,24 hours daily,,1,Greenlots,43.546952,-80.250767,2022-07-12,99196,2022-07-12 01:58:02 UTC,CHADEMO J1772COMBO,,
Arthur Library,110 Charles Street East,Arthur,N0G 1A0,855-900-7584,24 hours daily,,1,Greenlots,43.831205,-80.534873,2022-07-12,99197,2022-07-12 01:58:02 UTC,CHADEMO J1772COMBO,,
County of Simcoe - Stayner,212 Huron St,Stayner,L0M 1S0,855-900-7584,24 hours daily,,1,Greenlots,44.419607,-80.087289,2022-07-12,99266,2022-07-12 01:58:13 UTC,CHADEMO J1772COMBO,,
Quality Inn & Suites - Tesla Supercharger,580 Bruin Blvd.,Woodstock,N4V 1E5,877-798-3752,24 hours daily; for Tesla use only,,8,Tesla,43.111918,-80.738804,2021-10-11,103130,2021-11-04 18:37:47 UTC,TESLA,HOTEL,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW
CITYOFVANCOUVER SOUTH HILL DC 2,646 E 44th Ave,Vancouver,V5W 2Z8,888-758-4389,24 hours daily,,1,ChargePoint Network,49.229904,-123.091351,2022-07-12,104359,2022-07-12 01:05:58 UTC,CHADEMO J1772COMBO,,
SmartCentres Pickering - Tesla Supercharger,1899 Brock Road,Pickering,L1V 4H4,877-798-3752,24 hours daily; for Tesla use only,,20,Tesla,43.846138,-79.072896,2021-10-11,105571,2021-11-04 18:37:47 UTC,TESLA,SHOPPING_CENTER,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW
Comfort Inn & Suites Airdrie - Tesla Destination,133 Sierra Springs Dr SE,Airdrie,T4B 3G7,403-948-3411  877-798-3752,24 hours daily; for customer use only,2,,Tesla Destination,51.26837,-114.0037,2020-11-03,116255,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Hampton Inn & Suites by Hilton Airdrie - Tesla Destination,53 E Lake Ave NE,Airdrie,T4A 2G8,403-980-4477  877-798-3752,24 hours daily; for customer use only; see front desk for access,3,,Tesla Destination,51.295324,-113.996709,2020-11-03,116256,2021-06-07 17:08:43 UTC,TESLA,INN,Free
"Days Inn and Suites, Airdrie - Tesla Destination",911 Highland Park Cove NE,Airdrie,T4A 0R2,800-329-7466  877-798-3752,24 hours daily; for customer use only,2,,Tesla Destination,51.300971,-113.997595,2020-11-03,116258,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Best Western Plus Okotoks Inn & Suites - Tesla Destination,100 Southbank Rd,Aldersyde,T0L 0A0,403-995-6262  877-798-3752,24 hours daily; for customer use only; see front desk for access,2,,Tesla Destination,50.708029,-113.947349,2020-11-03,116259,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Banff Sunshine Village - Tesla Destination,1 Sunshine Rd,Banff,T1L 1B2,403-705-4000  877-798-3752,24 hours daily,1,,Tesla Destination,51.115186,-115.763276,2020-11-03,116260,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Moose Hotel & Suites - Tesla Destination,229  Bear St,Banff,T1L 1H8,866-379-0021  877-798-3752,24 hours daily; for customer use only,3,,Tesla Destination,51.178322,-115.572613,2020-11-03,116261,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
The Rimrock Resort Hotel - Tesla Destination,300 Mountain Ave,Banff,T1L 1J2,403-762-3356  877-798-3752,24 hours daily; for customer use only,9,,Tesla Destination,51.151648,-115.559526,2020-11-03,116262,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
The Fairmont Banff Springs - Tesla Destination,405 Spray Ave,Banff,T1L1J4,403-762-2211  877-798-3752,24 hours daily; for customer use only; see valet for access,6,,Tesla Destination,51.163681,-115.562745,2020-11-03,116263,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Wyndham Garden Calgary Airport - Tesla Destination,11 Freeport Cres NE,Calgary,T3J 0T4,403-516-2266  877-798-3752,24 hours daily; see front desk for access,2,,Tesla Destination,51.14054,-114.026101,2020-11-03,116264,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Calgary Marriott Downtown - Tesla Destination,110 9th Ave SE,Calgary,T2G 5A6,403-266-7331  877-798-3752,24 hours daily; see valet for access,2,,Tesla Destination,51.044772,-114.061926,2020-11-03,116265,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Impark (Keynote Parking Garage) - Tesla Destination,1100 1st St SE,Calgary,T2G 1B1,403-299-7275  877-798-3752,24 hours daily; pay lot,2,,Tesla Destination,51.041984,-114.060559,2020-11-03,116266,2021-06-07 17:08:43 UTC,TESLA,PAY_GARAGE,Free
Acclaim Hotel Calgary Airport - Tesla Destination,123 Freeport Blvd NE,Calgary,T3N 0A3,403-291-8000  877-798-3752,24 hours daily; for customer use only,2,,Tesla Destination,51.150104,-114.000241,2020-11-03,116267,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Coast Plaza Hotel & Conference Centre - Tesla Destination,1316 33rd St NE,Calgary,T2A 6J4,403-248-8888  877-798-3752,24 hours daily; for customer use only,2,,Tesla Destination,51.064012,-113.985726,2020-11-03,116268,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
OMO Teppan & Kitchen - Tesla Destination,5222 Macleod Trl S,Calgary,T2H 0J2,403-764-3222  877-798-3752,24 hours daily; for customer use only,3,,Tesla Destination,51.007793,-114.067885,2020-11-03,116270,2021-06-07 17:08:43 UTC,TESLA,RESTAURANT,Free
East Village Properties Inc. Parkade - Tesla Destination,620 6th Ave SE,Calgary,T2H 0J2,833-258-6635  877-798-3752,24 hours daily; for customer use only,1,,Tesla Destination,51.047307,-114.049467,2020-11-03,116271,2021-06-07 17:08:43 UTC,TESLA,PAY_GARAGE,Free
Hyatt Regency Calgary - Tesla Destination,700 Centre Street SE,Calgary,T2G 5P6,403-717-1234  877-798-3752,24 hours daily; for customer use only,2,,Tesla Destination,51.046489,-114.062861,2020-11-03,116272,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Le Germain Hotel Calgary - Tesla Destination,899 Centre St SW,Calgary,T2P 0S9,877-362-8990  877-798-3752,24 hours daily; for customer use only; see valet for access,3,,Tesla Destination,51.044618,-114.063262,2020-11-03,116273,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Four Points by Sheraton Edmonton Gateway - Tesla Destination,10010  12th Ave SW,Edmonton,T6X 0P9,780-801-4000  877-798-3752,24 hours daily; for customer use only; see front desk for access,1,,Tesla Destination,53.42305,-113.48741,2020-11-03,116275,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Fairmont Hotel Macdonald - Tesla Destination,10065 100th St,Edmonton,T5J 0N6,780-424-5181  877-798-3752,24 hours daily; for customer use only; see valet for access,1,,Tesla Destination,53.5401,-113.489331,2020-11-03,116276,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Coast Edmonton Plaza Hotel - Tesla Destination,10155 105 St NW,Edmonton,T5J 1C9,780-423-4811  877-798-3752,24 hours daily,2,,Tesla Destination,53.542205,-113.500575,2020-11-03,116277,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Sunwapta Shopping Centre - Tesla Destination,10175 186 St,Edmonton,T5M 2Y8,780-424-8008  877-798-3752,24 hours daily,4,,Tesla Destination,53.541936,-113.646203,2020-11-03,116278,2021-06-07 17:08:43 UTC,TESLA,SHOPPING_CENTER,Free
Vaticano Cucina - Tesla Destination,10310 45th Ave NW,Edmonton,T6H 5K3,780-250-1110  877-798-3752,24 hours daily; for customer use only,3,,Tesla Destination,53.483286,-113.49272,2020-11-03,116279,2021-06-07 17:08:43 UTC,TESLA,RESTAURANT,Free
Sawridge Inn and Conference Centre Edmonton - Tesla Destination,4235 Gateway Blvd N,Edmonton,T6J 5H2,780-438-1222  877-798-3752,24 hours daily; for customer use only,2,,Tesla Destination,53.478918,-113.491183,2020-11-03,116281,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Fantasyland Hotel - Tesla Destination,8882 170 St NW,Edmonton,T5T 5X1,780-444-5321  877-798-3752,24 hours daily; for customer use only; see valet for access,6,,Tesla Destination,53.522673,-113.62285,2020-11-03,116282,2021-06-07 17:08:43 UTC,J1772 TESLA,SHOPPING_CENTER,Free
Guest House Inn & Suites - Tesla Destination,4411 4 Ave,Edson,T7E 1B8,780-723-4486  877-798-3752,24 hours daily; for customer use only; see front desk for access,3,,Tesla Destination,53.586826,-116.419124,2020-11-03,116283,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Best Western Hotel & Resort High Level - Tesla Destination,9616 Hwy 58,High Level,T0H 1Z0,780-821-1000  877-798-3752,24 hours daily; for customer use only; see front desk for access,1,,Tesla Destination,58.519048,-117.119936,2020-11-03,116284,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
The Fairmont Jasper Park Lodge - Tesla Destination,1 Old Lodge Rd,Jasper,T0E-1E0,780-852-3301  877-798-3752,24 hours daily; for customer use only,4,,Tesla Destination,52.885988,-118.056984,2020-11-03,116285,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Sawridge Inn and Conference Centre Jasper - Tesla Destination,76 Connaught Dr,Jasper,T0E 1E0,780-852-5111  877-798-3752,24 hours daily; for customer use only,2,,Tesla Destination,52.890725,-118.076466,2020-11-03,116286,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Best Western Plus Lacombe Inn & Suites - Tesla Destination,4751 63 St,Lacombe,T4L 1K7,403-782-3535  877-798-3752,24 hours daily; see front desk for access,2,,Tesla Destination,52.4612011,-113.7541265,2020-11-03,116287,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
The Fairmont Chateau Lake Louise - Tesla Destination,111  Lake Louise Drive,Lake Louise,T0L 1E0,403-522 3511  877-798-3752,24 hours daily; for customer use only; see valet for access,3,,Tesla Destination,51.41771,-116.216893,2020-11-03,116289,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Holiday Inn Express & Suites Lethbridge - Tesla Destination,120 Stafford Dr,Lethbridge,T1J 4W4,800-315-2621  877-798-3752,24 hours daily; for customer use only; see front desk for access,2,,Tesla Destination,49.697573,-112.834345,2020-11-03,116290,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Okotoks Municipal Centre - Tesla Destination,5  Elizabeth St,Okotoks,T1S 2K1,403-938-4404  877-798-3752,24 hours daily,2,,Tesla Destination,50.725129,-113.975283,2020-11-03,116291,2021-06-07 17:08:43 UTC,J1772 TESLA,MUNI_GOV,Free
Red Deer Lodge Hotel and Conference Centre - Tesla Destination,4311 49 Ave,Red Deer,T4N 5Y7,403-346-8841  877-798-3752,24 hours daily,1,,Tesla Destination,52.262746,-113.810246,2020-11-03,116292,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Sage Hills Motel - Tesla Destination,1390 Cariboo Hwy 97,Cache Creek,V0K 1H0,250-457-9777  877-798-3752,24 hours daily; for customer use only; see front desk for access,2,,Tesla Destination,50.81293,-121.326673,2020-11-03,116295,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Shelter Point Distillery - Tesla Destination,4650 Regent Rd,Campbell River,V9H 1E3,778-420-2200  877-798-3752,24 hours daily; for customer use only,4,,Tesla Destination,49.879135,-125.129007,2020-11-03,116296,2021-06-07 17:08:43 UTC,TESLA,BREWERY_DISTILLERY_WINERY,Free
Seven Stones Winery - Tesla Destination,1143 Hwy 3,Cawston,V0X 1C3,250-499-2144  877-798-3752,24 hours daily; for customer use only,1,,Tesla Destination,49.094979,-119.715403,2020-11-03,116297,2021-06-07 17:08:43 UTC,TESLA,BREWERY_DISTILLERY_WINERY,Free
Coast Chilliwack Hotel - Tesla Destination,45920 First Ave,Chilliwack,V2P 7K1,604-792-5552  877-798-3752,24 hours daily; for customer use only,2,,Tesla Destination,49.168608,-121.953985,2020-11-03,116298,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Christina Lake Welcome Centre - Tesla Destination,1675 Highway 3,Christina Lake,V0H 1E2,250-447-6161  877-798-3752,24 hours daily; for customer use only; see front desk for access,1,,Tesla Destination,49.029741,-118.457827,2020-11-03,116299,2021-06-07 17:08:43 UTC,TESLA,MUNI_GOV,Free
Wayward Distillation House - Tesla Destination,2931 Moray Ave,Courtenay,V9N 7S7,250-871-0424  877-798-3752,24 hours daily,2,,Tesla Destination,49.669156,-124.984406,2020-11-03,116300,2021-06-07 17:08:43 UTC,J1772 TESLA,BREWERY_DISTILLERY_WINERY,Free
Town of Creston Cook Street Parking Lot - Tesla Destination,1102 Cook St,Creston,V0B 1G0,250-428-2214  877-798-3752,24 hours daily,1,,Tesla Destination,49.094968,-116.511814,2020-11-03,116301,2021-06-07 17:08:43 UTC,TESLA,MUNI_GOV,Free
